regiao,uf,cidade,sexo,faixa_etaria,ano_abertura,mes_abertura,data_abertura,data_resposta,tempo_resposta,nome_fantasia,segmento_de_mercado,area,assunto,grupo_problema,problema,como_comprou_contratou,procurou_empresa,respondida,situacao,avaliacao_reclamacao,nota_do_consumidor,resolvida,contexto_ia,resumo_ia,categoria_ia,sentimento_ia,urgencia_ia
S ,RS,Porto Alegre,M,entre 61 a 70 anos,2024,2,2024-02-27,2024-03-06,8.0,Azul Linhas Aéreas,Transporte Aéreo,Transportes,Aéreo,Informação,"Falta de informação sobre atraso, cancelamento ou interrupção de voo",Internet,S,S,Finalizada avaliada,Não Resolvida,4.0,1,"Área: Transportes | Assunto: Aéreo | Problema: Falta de informação sobre atraso, cancelamento ou interrupção de voo | Grupo: Informação","Falta de informação sobre atrasos, cancelamentos ou interrupções de voos.",Atendimento,Negativo,Alta
S ,RS,Porto Alegre,F,entre 61 a 70 anos,2025,3,2025-03-20,2025-03-27,7.0,Aspecir Previdência,"Seguros, Capitalização e Previdência",Serviços Financeiros,Crédito Consignado (para servidores públicos ou trabalhadores do setor privado),Contrato / Oferta,Não entrega do contrato ou documentação relacionada ao serviço,Telefone,N,S,Finalizada não avaliada,Não Avaliada,,0,Área: Serviços Financeiros | Assunto: Crédito Consignado (para servidores públicos ou trabalhadores do setor privado) | Problema: Não entrega do contrato ou documentação relacionada ao serviço | Grupo: Contrato / Oferta,Não foi entregue o contrato de crédito consignado.,Atendimento,Negativo,Alta
S ,RS,Porto Alegre,F,entre 21 a 30 anos,2024,10,2024-10-12,2024-10-16,4.0,Nubank,"Bancos, Financeiras e Administradoras de Cartão",Serviços Financeiros,Cartão de Crédito / Cartão de Débito / Cartão de Loja,Cobrança / Contestação,Negativação indevida (não cumprimento de acordo de parcelamento),Internet,S,S,Finalizada não avaliada,Não Avaliada,,0,Área: Serviços Financeiros | Assunto: Cartão de Crédito / Cartão de Débito / Cartão de Loja | Problema: Negativação indevida (não cumprimento de acordo de parcelamento) | Grupo: Cobrança / Contestação,Cartão de crédito negado por não cumprir com o acordo de parcelamento.,Cobrança,Muito Negativo,Alta
S ,RS,Porto Alegre,M,entre 41 a 50 anos,2024,8,2024-08-22,2024-08-28,6.0,Mercado Livre,Empresas de Intermediação de Serviços / Negócios,Serviços Financeiros,Serviço de pagamento online/ via celular/ maquininha,Cobrança / Contestação,Dificuldade / atraso na devolução de valores pagos / reembolso / retenção de valores,Internet,S,S,Finalizada avaliada,Não Resolvida,1.0,1,Área: Serviços Financeiros | Assunto: Serviço de pagamento online/ via celular/ maquininha | Problema: Dificuldade / atraso na devolução de valores pagos / reembolso / retenção de valores | Grupo: Cobrança / Contestação,"Atrás do pagamento online, há um atraso na devolução dos valores.",Cobrança,Negativo,Media
S ,RS,Porto Alegre,F,mais de 70 anos,2024,11,2024-11-12,2024-11-18,6.0,Caixa Vida e Previdência,"Seguros, Capitalização e Previdência",Serviços Financeiros,Seguro Prestamista,Contrato / Oferta,"Venda casada (imposição de seguro, empréstimo, título de capitalização etc)",Internet,S,S,Finalizada não avaliada,Não Avaliada,,0,"Área: Serviços Financeiros | Assunto: Seguro Prestamista | Problema: Venda casada (imposição de seguro, empréstimo, título de capitalização etc) | Grupo: Contrato / Oferta",Problema com venda de casado de seguro financeiro.,Atendimento,Negativo,Alta
S ,RS,Porto Alegre,F,entre 31 a 40 anos,2023,8,2023-08-01,2023-08-02,1.0,Banco do Brasil,"Bancos, Financeiras e Administradoras de Cartão",Serviços Financeiros,Crédito Pessoal e Demais Empréstimos (exceto financiamento de imóveis e veículos),Cobrança / Contestação,Renegociação / parcelamento de dívida,Loja física,N,S,Finalizada avaliada,Não Resolvida,1.0,1,Área: Serviços Financeiros | Assunto: Crédito Pessoal e Demais Empréstimos (exceto financiamento de imóveis e veículos) | Problema: Renegociação / parcelamento de dívida | Grupo: Cobrança / Contestação,Dívida não foi renegociada adequadamente.,Cobrança,Negativo,Alta
S ,RS,Porto Alegre,M,entre 21 a 30 anos,2023,9,2023-09-14,2023-09-22,8.0,Google,Provedores de Conteúdo e Outros Serviços na Internet,Demais Serviços ,"Serviços na internet (provedor, hospedagem, aplicativos, streaming, jogos etc)",Vício de Qualidade,Dificuldade para alterar/ ativar serviços,Internet,S,S,Finalizada avaliada,Resolvida,5.0,1,"Área: Demais Serviços  | Assunto: Serviços na internet (provedor, hospedagem, aplicativos, streaming, jogos etc) | Problema: Dificuldade para alterar/ ativar serviços | Grupo: Vício de Qualidade",Dificuldade para alterar ou ativar serviços na internet.,Atendimento,Negativo,Alta
S ,RS,Porto Alegre,M,entre 51 a 60 anos,2023,6,2023-06-19,2023-06-29,10.0,Claro Celular,"Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura)",Telecomunicações,Telefonia Móvel Pré-paga,Vício de Qualidade,"Funcionamento inadequado do serviço (má qualidade do sinal, instabilidade, queda)",Telefone,N,S,Finalizada avaliada,Resolvida,5.0,1,"Área: Telecomunicações | Assunto: Telefonia Móvel Pré-paga | Problema: Funcionamento inadequado do serviço (má qualidade do sinal, instabilidade, queda) | Grupo: Vício de Qualidade",O cliente está enfrentando problemas com a qualidade do sinal da sua linha telefônica pré-paga.,Produto,Negativo,Alta
S ,RS,Porto Alegre,F,entre 31 a 40 anos,2022,12,2022-12-19,2022-12-20,1.0,Hipercard,"Bancos, Financeiras e Administradoras de Cartão",Serviços Financeiros,Cartão de Crédito / Cartão de Débito / Cartão de Loja,Cobrança / Contestação,"Cobrança submetendo a ofensa, constrangimento ou ameaça",Loja física,S,S,Finalizada não avaliada,Não Avaliada,,0,"Área: Serviços Financeiros | Assunto: Cartão de Crédito / Cartão de Débito / Cartão de Loja | Problema: Cobrança submetendo a ofensa, constrangimento ou ameaça | Grupo: Cobrança / Contestação",Cobrança agressiva com ameaças.,Cobrança,Muito Negativo,Alta
S ,RS,Porto Alegre,M,até 20 anos,2023,8,2023-08-18,2023-08-28,10.0,Mercado Pago,Empresas de Pagamento Eletrônico,Serviços Financeiros,Crédito Pessoal e Demais Empréstimos (exceto financiamento de imóveis e veículos),Cobrança / Contestação,Negativação indevida referente à pagamento já efetuado,Internet,S,S,Finalizada avaliada,Não Resolvida,1.0,1,Área: Serviços Financeiros | Assunto: Crédito Pessoal e Demais Empréstimos (exceto financiamento de imóveis e veículos) | Problema: Negativação indevida referente à pagamento já efetuado | Grupo: Cobrança / Contestação,Pagamento já efetuado não foi considerado.,Cobrança,Muito Negativo,Alta
S ,RS,Porto Alegre,M,entre 21 a 30 anos,2023,4,2023-04-22,2023-05-02,10.0,Google,Provedores de Conteúdo e Outros Serviços na Internet,Demais Serviços ,"Serviços na internet (provedor, hospedagem, aplicativos, streaming, jogos etc)",Vício de Qualidade,Dificuldade para alterar/ ativar serviços,Não comprei / contratei,S,S,Finalizada não avaliada,Não Avaliada,,0,"Área: Demais Serviços  | Assunto: Serviços na internet (provedor, hospedagem, aplicativos, streaming, jogos etc) | Problema: Dificuldade para alterar/ ativar serviços | Grupo: Vício de Qualidade",Dificuldade para alterar ou ativar serviços na internet.,Atendimento,Negativo,Alta
S ,RS,Porto Alegre,M,entre 21 a 30 anos,2024,8,2024-08-13,2024-08-22,9.0,Universidade Estácio de Sá,Estabelecimentos de Ensino,Educação,Superior ( Graduação e Pós ),Cobrança / Contestação,Cobrança indevida / abusiva para alterar ou cancelar o contrato,Telefone,S,S,Finalizada não avaliada,Não Avaliada,,0,Área: Educação | Assunto: Superior ( Graduação e Pós ) | Problema: Cobrança indevida / abusiva para alterar ou cancelar o contrato | Grupo: Cobrança / Contestação,A instituição está cobrando indevidamente por alterações ou cancelamento de um contrato de educação superior.,Cobrança,Muito Negativo,Alta
S ,RS,Porto Alegre,M,entre 31 a 40 anos,2024,11,2024-11-18,2024-12-06,10.0,Claro Celular,"Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura)",Produtos de Telefonia e Informática,Aparelho celular,Cobrança / Contestação,"Cobrança adicional não informada previamente (frete, montagem, taxas)",Telefone,S,S,Finalizada avaliada,Não Resolvida,1.0,1,"Área: Produtos de Telefonia e Informática | Assunto: Aparelho celular | Problema: Cobrança adicional não informada previamente (frete, montagem, taxas) | Grupo: Cobrança / Contestação",O cliente reclama sobre cobrança adicional não informada no aparelho celular.,Cobrança,Negativo,Media
S ,RS,Porto Alegre,M,entre 51 a 60 anos,2023,11,2023-11-16,2023-11-24,8.0,Banrisul,"Bancos, Financeiras e Administradoras de Cartão",Serviços Financeiros,Conta corrente / Salário / Poupança /Conta Aposentadoria,Atendimento / SAC,SAC - Dificuldade para cancelar o serviço,Loja física,S,S,Finalizada avaliada,Não Resolvida,1.0,1,Área: Serviços Financeiros | Assunto: Conta corrente / Salário / Poupança /Conta Aposentadoria | Problema: SAC - Dificuldade para cancelar o serviço | Grupo: Atendimento / SAC,Dificuldade em cancelar conta corrente.,Atendimento,Negativo,Alta
S ,RS,Porto Alegre,M,entre 31 a 40 anos,2025,3,2025-03-26,2025-04-03,8.0,Tudo Azul,Programas de Fidelidade,Demais Serviços ,"Programas de Fidelidade / Benefícios (pontos, milhagem etc)",Cobrança / Contestação,Dificuldade / atraso na devolução de valores pagos / reembolso / retenção de valores,Internet,S,S,Finalizada avaliada,Não Resolvida,1.0,1,"Área: Demais Serviços  | Assunto: Programas de Fidelidade / Benefícios (pontos, milhagem etc) | Problema: Dificuldade / atraso na devolução de valores pagos / reembolso / retenção de valores | Grupo: Cobrança / Contestação",Atrás de devolução de pontos da fidelidade.,Cobrança,Muito Negativo,Alta
S ,RS,Porto Alegre,F,entre 51 a 60 anos,2025,4,2025-04-10,,,Banco Bmg,"Bancos, Financeiras e Administradoras de Cartão",Serviços Financeiros,Crédito Consignado / Cartão de Crédito Consignado / RMC (para beneficiários do INSS),Cobrança / Contestação,Cobrança por serviço/produto não contratado / não reconhecido / não solicitado,Não comprei / contratei,N,N,Cancelada,,,0,Área: Serviços Financeiros | Assunto: Crédito Consignado / Cartão de Crédito Consignado / RMC (para beneficiários do INSS) | Problema: Cobrança por serviço/produto não contratado / não reconhecido / não solicitado | Grupo: Cobrança / Contestação,Cobrança indevida por serviços financeiros não contratados.,Cobrança,Negativo,Alta
S ,RS,Porto Alegre,F,entre 21 a 30 anos,2024,5,2024-05-14,2024-05-17,3.0,Nubank,"Bancos, Financeiras e Administradoras de Cartão",Serviços Financeiros,Cartão de Crédito / Cartão de Débito / Cartão de Loja,Cobrança / Contestação,"Cálculo de juros, saldo devedor (contestação, solicitação de histórico, dúvidas)",Não comprei / contratei,S,S,Finalizada não avaliada,Não Avaliada,,0,"Área: Serviços Financeiros | Assunto: Cartão de Crédito / Cartão de Débito / Cartão de Loja | Problema: Cálculo de juros, saldo devedor (contestação, solicitação de histórico, dúvidas) | Grupo: Cobrança / Contestação",Dúvida sobre cálculo de juros e saldo devedor.,Cobrança,Negativo,Media
S ,RS,Porto Alegre,M,entre 21 a 30 anos,2024,10,2024-10-26,2024-10-31,5.0,Mercado Pago,Empresas de Pagamento Eletrônico,Serviços Financeiros,Cartão de Crédito / Cartão de Débito / Cartão de Loja,Cobrança / Contestação,Negativação indevida referente à pagamento já efetuado,Não comprei / contratei,S,S,Finalizada não avaliada,Não Avaliada,,0,Área: Serviços Financeiros | Assunto: Cartão de Crédito / Cartão de Débito / Cartão de Loja | Problema: Negativação indevida referente à pagamento já efetuado | Grupo: Cobrança / Contestação,Pagamento já efetuado não foi considerado.,Cobrança,Muito Negativo,Alta
S ,RS,Porto Alegre,M,entre 31 a 40 anos,2023,4,2023-04-03,2023-04-06,3.0,Apple,"Fabricantes - Eletroeletrônicos,  Produtos de Telefonia e Informática",Demais Serviços ,"Serviços na internet (provedor, hospedagem, aplicativos, streaming, jogos etc)",Dados Pessoais e Privacidade,"Falta de clareza / transparência no uso dos dados pessoais ou financeiros (falta de informação sobre a finalidade, período de armazenamento ou compartilhamento) ",Internet,N,S,Finalizada não avaliada,Não Avaliada,,0,"Área: Demais Serviços  | Assunto: Serviços na internet (provedor, hospedagem, aplicativos, streaming, jogos etc) | Problema: Falta de clareza / transparência no uso dos dados pessoais ou financeiros (falta de informação sobre a finalidade, período de armazenamento ou compartilhamento)  | Grupo: Dados Pessoais e Privacidade",Falta de clareza na utilização dos dados pessoais.,Dados Pessoais e Privacidade,Negativo,Media
S ,RS,Porto Alegre,M,entre 41 a 50 anos,2023,7,2023-07-31,2023-08-09,9.0,Serasa Experian ,Bancos de Dados e Cadastros de Consumidores,Serviços Financeiros,Cadastro Positivo,Dados Pessoais e Privacidade,Dados pessoais ou financeiros incorretos / desatualizados ? dificuldade de retificação,Internet,S,S,Finalizada avaliada,Resolvida,5.0,1,Área: Serviços Financeiros | Assunto: Cadastro Positivo | Problema: Dados pessoais ou financeiros incorretos / desatualizados ? dificuldade de retificação | Grupo: Dados Pessoais e Privacidade,Dados pessoais e financeiros do cadastro positivo estão desatualizados.,Produto,Negativo,Alta
S ,RS,Porto Alegre,M,entre 21 a 30 anos,2022,12,2022-12-27,2023-01-05,9.0,Mercado Livre,Empresas de Intermediação de Serviços / Negócios,Demais Produtos,"Esporte/Lazer/Festa (equipamento de ginástica, camping, náutica, caça, pesca, artigo esportivo, bicicleta, piscina, etc.)",Entrega do Produto,Não entrega / demora na entrega do produto,Internet,S,S,Finalizada não avaliada,Não Avaliada,,0,"Área: Demais Produtos | Assunto: Esporte/Lazer/Festa (equipamento de ginástica, camping, náutica, caça, pesca, artigo esportivo, bicicleta, piscina, etc.) | Problema: Não entrega / demora na entrega do produto | Grupo: Entrega do Produto",Demora na entrega de equipamento de ginástica.,Entrega,Negativo,Alta
S ,RS,Porto Alegre,F,entre 61 a 70 anos,2023,4,2023-04-05,2023-04-14,9.0,Banco Cetelem,"Bancos, Financeiras e Administradoras de Cartão",Serviços Financeiros,Crédito Consignado / Cartão de Crédito Consignado / RMC (para beneficiários do INSS),Contrato / Oferta,Não entrega do contrato ou documentação relacionada ao serviço,Telefone,N,S,Finalizada não avaliada,Não Avaliada,,0,Área: Serviços Financeiros | Assunto: Crédito Consignado / Cartão de Crédito Consignado / RMC (para beneficiários do INSS) | Problema: Não entrega do contrato ou documentação relacionada ao serviço | Grupo: Contrato / Oferta,Não foi entregue o contrato ou documentação relacionada ao crédito consignado.,Atendimento,Negativo,Alta
S ,RS,Porto Alegre,M,entre 41 a 50 anos,2023,4,2023-04-11,2023-04-21,10.0,Oi Fixo,"Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura)",Produtos de Telefonia e Informática,Aparelho de telefone fixo / interfone,Atendimento / SAC,Má qualidade no atendimento (descortesia / despreparo/ constrangimento),Domicílio,S,S,Finalizada avaliada,Resolvida,1.0,1,Área: Produtos de Telefonia e Informática | Assunto: Aparelho de telefone fixo / interfone | Problema: Má qualidade no atendimento (descortesia / despreparo/ constrangimento) | Grupo: Atendimento / SAC,O cliente está insatisfeito com a qualidade do atendimento ao seu aparelho de telefone fixo e interfone.,Atendimento,Negativo,Baixa
S ,RS,Porto Alegre,M,entre 31 a 40 anos,2024,1,2024-01-31,,,C6 Bank,"Bancos, Financeiras e Administradoras de Cartão",Serviços Financeiros,Atendimento Bancário,Contrato / Oferta,Ligações indesejadas de telemarketing (0303),Internet,N,N,Cancelada,,,0,Área: Serviços Financeiros | Assunto: Atendimento Bancário | Problema: Ligações indesejadas de telemarketing (0303) | Grupo: Contrato / Oferta,Recebeu ligações indesejadas de telemarketing.,Atendimento,Negativo,Baixa
S ,RS,Porto Alegre,F,entre 21 a 30 anos,2024,9,2024-09-02,2024-09-04,2.0,MaxMilhas,"Viagens, Turismo e Hospedagem",Transportes,Aéreo,Atendimento / SAC,Dificuldade de contato / acesso a outros canais (exceto SAC),Internet,N,S,Finalizada não avaliada,Não Avaliada,,0,Área: Transportes | Assunto: Aéreo | Problema: Dificuldade de contato / acesso a outros canais (exceto SAC) | Grupo: Atendimento / SAC,Dificuldade em entrar em contato com o SAC para resolver problemas.,Atendimento,Negativo,Baixa
S ,RS,Porto Alegre,F,entre 21 a 30 anos,2024,3,2024-03-01,2024-03-11,10.0,Banco XP,"Bancos, Financeiras e Administradoras de Cartão",Serviços Financeiros,Investimentos / Aplicações / Câmbio / Previdência Privada,Contrato / Oferta,Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa,Internet,S,S,Finalizada avaliada,Resolvida,2.0,1,Área: Serviços Financeiros | Assunto: Investimentos / Aplicações / Câmbio / Previdência Privada | Problema: Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa | Grupo: Contrato / Oferta,A cliente alega que foi enganada com uma oferta de investimento que não foi cumprida.,Venda Enganosa,Muito Negativo,Alta
